cgpa,backlog_history,DSA_problems_solved,GitHub_repos,development_projects_count,AI_ML_projects,internships_completed,hackathons_participated,self_learning_hours,resume_score
7.42,2,423,29.0,10,6,6,2,5.5,100
6.97,0,556,16.0,4,0,2,1,0.7,72
7.23,0,745,15.0,2,0,0,1,2.7,50
7.87,0,518,16.0,4,0,3,4,4.3,70
7.46,0,788,27.0,7,3,3,1,3.2,65
6.4,0,465,35.0,14,7,10,2,7.6,100
6.54,0,583,15.0,6,2,1,2,2.9,69
5.88,0,739,5.0,3,1,1,0,3.4,62
8.21,2,749,16.0,6,5,4,2,2.6,100
6.9,0,569,24.0,7,4,4,2,5.3,100
7.68,1,760,14.0,7,3,2,2,3.2,64
7.72,0,772,19.0,7,5,2,3,3.4,80
7.55,1,784,27.0,6,1,4,4,5.7,66
6.27,1,585,19.0,7,4,4,2,4.2,100
7.22,0,668,6.0,3,3,3,0,4.7,71
7.83,1,552,34.0,11,7,6,1,6.1,100
6.83,3,676,32.0,11,5,6,0,4.4,100
7.94,0,642,25.0,10,4,4,4,5.0,100
6.99,0,447,22.0,7,2,4,0,3.7,100
8.2,2,807,25.0,8,5,4,5,7.1,97
8.34,0,697,,2,0,2,2,2.5,62
8.14,0,544,14.0,5,4,3,3,4.7,74
6.92,1,498,0.0,2,1,0,3,2.7,32
8.28,0,570,18.0,6,4,1,4,1.4,73
6.07,1,507,29.0,10,3,2,0,2.4,92
7.87,0,605,17.0,5,2,1,1,2.6,74
7.74,0,829,30.0,8,4,1,0,4.8,89
7.61,0,646,9.0,4,0,4,1,6.0,100
7.84,0,744,28.0,10,5,4,0,4.0,100
7.56,0,547,12.0,4,2,2,2,2.2,72
7.65,0,639,32.0,9,3,4,0,5.1,99
7.95,2,734,21.0,10,3,5,5,4.7,98
7.8,3,808,0.0,1,0,1,4,0.0,58
7.67,0,816,3.0,5,0,2,3,1.8,68
7.78,0,468,11.0,5,0,2,3,4.1,100
6.52,3,472,3.0,3,2,2,5,3.6,67
7.95,0,851,37.0,13,3,6,5,2.6,100
7.43,1,822,10.0,5,3,2,4,2.7,72
8.03,0,743,12.0,6,3,4,4,3.0,100
8.38,0,722,11.0,4,0,1,2,3.0,83
7.64,1,380,30.0,7,3,4,3,5.0,99
5.56,0,632,15.0,10,2,6,2,5.9,100
6.6,0,489,0.0,2,0,1,2,2.8,81
8.92,1,686,42.0,12,8,8,4,4.7,100
6.84,0,501,7.0,3,0,1,0,3.0,54
7.67,0,582,20.0,8,1,5,2,4.5,100
7.09,0,718,0.0,2,0,3,0,4.8,86
8.38,1,501,18.0,8,1,5,2,6.5,100
9.08,2,758,12.0,4,0,0,3,2.4,67
7.16,0,750,15.0,4,2,2,3,2.1,82
9.5,0,943,25.0,9,1,6,3,3.9,100
7.32,1,420,14.0,7,2,2,4,2.8,93
7.21,0,576,18.0,8,4,2,2,3.0,90
7.72,2,667,7.0,1,0,1,4,0.9,85
7.4,2,816,15.0,4,0,3,2,3.0,96
6.53,1,511,3.0,2,2,1,3,4.8,69
7.97,0,834,13.0,6,4,5,3,2.6,95
7.44,0,670,17.0,9,4,4,6,4.6,100
7.62,0,649,15.0,6,1,3,3,3.6,94
6.95,0,565,31.0,9,4,5,4,4.6,99
6.9,0,700,28.0,8,5,4,5,5.6,94
8.16,0,684,22.0,3,2,3,2,4.5,80
7.26,0,575,10.0,3,0,1,3,3.2,87
7.35,0,772,39.0,11,6,6,5,6.4,100
8.48,0,527,19.0,6,4,0,5,3.1,75
8.2,1,428,17.0,7,5,4,2,6.0,94
6.85,0,845,5.0,3,2,3,3,4.1,65
7.62,1,668,21.0,5,4,4,1,3.5,85
7.1,1,566,13.0,2,0,1,0,3.6,55
7.6,0,533,25.0,7,3,3,1,3.6,100
9.34,0,797,27.0,9,6,5,1,4.8,100
6.51,0,426,17.0,6,3,3,1,4.0,86
7.82,2,544,16.0,6,3,3,3,3.8,100
6.44,0,723,27.0,8,5,4,0,3.8,98
7.53,0,722,38.0,11,6,7,1,7.8,100
9.27,0,845,32.0,7,3,4,1,4.9,100
6.47,0,548,28.0,11,6,7,0,5.7,100
6.58,2,508,23.0,6,0,2,1,3.4,94
7.57,0,724,26.0,9,6,5,3,4.5,96
7.75,1,693,,9,3,4,2,4.7,93
7.36,1,665,17.0,6,1,3,0,3.3,78
7.23,0,593,14.0,4,0,3,5,5.4,92
7.1,0,535,7.0,3,1,4,0,4.5,100
8.24,0,642,26.0,10,5,3,0,4.1,99
7.89,0,786,16.0,6,2,3,5,4.2,97
6.98,0,665,9.0,4,1,1,1,2.8,67
8.5,0,570,20.0,9,3,4,5,2.4,100
7.98,1,612,18.0,6,3,2,2,4.5,68
7.45,1,706,9.0,4,1,1,4,2.9,82
7.76,0,662,20.0,7,3,4,4,5.4,100
7.35,0,623,13.0,4,5,2,0,1.7,80
6.21,1,555,,2,0,2,4,3.1,62
7.44,2,938,5.0,5,5,1,5,2.3,68
7.67,3,628,20.0,5,2,1,7,3.5,69
8.42,2,556,24.0,8,2,3,3,4.6,88
7.03,1,741,24.0,6,2,0,3,2.5,73
7.54,0,574,27.0,10,2,4,5,5.2,100
6.86,0,943,26.0,9,5,5,0,4.4,100
6.83,0,512,26.0,6,0,3,2,2.8,80
7.6,0,620,10.0,7,3,1,1,4.1,68
7.71,0,434,11.0,5,6,4,1,4.2,86
6.75,0,696,6.0,3,4,3,7,2.7,68
6.25,0,313,31.0,9,6,5,2,4.7,100
7.67,3,595,20.0,7,4,3,3,1.9,94
6.77,0,711,15.0,4,1,0,6,3.2,71
7.87,2,695,0.0,2,0,1,4,4.1,62
5.96,0,534,18.0,7,0,3,3,3.1,84
6.82,0,663,25.0,9,4,4,0,2.0,86
8.76,0,708,39.0,11,8,6,2,6.6,100
8.38,0,950,24.0,9,2,6,7,5.0,100
8.21,0,838,11.0,7,3,5,0,5.1,100
6.04,1,611,24.0,7,2,2,0,2.4,94
7.34,0,452,18.0,7,4,4,2,5.1,99
7.94,1,720,33.0,9,4,6,4,5.0,100
7.29,0,644,27.0,8,2,3,2,3.7,89
6.65,0,501,23.0,8,3,4,2,3.1,100
6.64,0,615,25.0,6,1,2,4,4.3,100
8.3,0,529,16.0,7,2,1,4,2.7,100
6.88,1,817,3.0,2,3,2,6,2.9,62
8.95,0,883,43.0,13,5,7,6,6.3,100
6.41,0,421,41.0,11,3,4,2,5.3,100
5.56,3,478,16.0,7,1,1,4,2.9,78
8.4,0,521,14.0,7,3,5,0,4.1,100
7.28,0,704,8.0,3,2,1,0,4.3,68
8.53,0,564,53.0,15,5,8,6,6.9,100
6.68,0,748,8.0,1,0,1,5,3.3,68
7.31,0,696,27.0,9,3,1,2,3.3,63
8.19,2,828,21.0,9,6,4,1,4.3,86
7.85,0,408,20.0,7,3,5,1,5.2,87
7.82,0,615,9.0,4,0,2,3,3.5,88
7.61,0,652,25.0,10,6,3,0,6.4,89
7.74,0,648,25.0,9,6,4,3,3.1,92
6.21,0,409,11.0,3,3,2,4,5.6,69
7.12,1,458,28.0,9,5,3,2,3.4,100
7.34,2,596,24.0,6,3,1,6,3.4,62
7.32,1,927,,10,4,3,4,4.8,100
8.16,0,616,21.0,7,2,4,0,5.8,100
8.13,0,649,3.0,3,0,1,1,3.0,74
7.45,0,917,17.0,6,2,2,2,3.0,63
7.96,0,600,24.0,8,5,3,1,2.5,100
7.58,0,709,12.0,4,0,0,4,3.4,60
7.72,0,582,14.0,4,2,2,3,3.2,81
8.52,0,548,32.0,11,6,7,3,5.8,100
6.95,1,581,32.0,10,4,4,3,6.0,96
9.41,0,723,9.0,4,2,1,1,2.1,81
7.49,0,537,33.0,11,7,4,5,4.9,100
8.69,0,693,20.0,8,5,2,3,2.5,61
6.65,0,531,0.0,1,1,1,4,2.7,50
6.96,0,772,26.0,8,6,1,4,3.7,94
7.86,3,623,14.0,7,3,2,2,3.5,68
7.61,0,815,14.0,7,3,2,3,5.6,61
7.65,0,767,24.0,8,3,5,0,3.9,100
7.83,0,533,17.0,4,0,3,1,3.7,84
7.2,0,646,28.0,8,5,5,2,6.1,100
8.21,1,727,33.0,8,2,3,5,2.7,100
8.65,0,523,17.0,8,1,4,4,4.3,94
7.55,0,580,14.0,6,4,3,3,1.3,79
7.26,1,758,27.0,7,3,2,6,5.0,83
6.94,0,665,10.0,6,4,2,3,3.5,84
6.34,1,685,5.0,2,0,1,1,1.4,48
7.44,2,548,15.0,7,1,3,7,5.2,97
7.21,0,413,11.0,4,1,2,3,4.2,61
8.6,0,663,13.0,4,4,3,4,3.0,89
7.19,2,546,23.0,7,4,3,0,4.1,91
8.08,0,769,21.0,6,2,3,3,5.0,92
6.79,0,808,16.0,5,4,2,2,2.1,62
7.56,0,554,18.0,4,5,2,3,3.0,68
8.1,0,770,3.0,2,1,3,0,5.8,87
7.74,2,698,23.0,7,5,3,0,4.1,76
7.78,0,598,6.0,4,0,2,3,3.3,86
7.42,0,587,7.0,4,3,3,4,4.4,70
7.36,2,822,29.0,8,3,3,3,4.9,98
7.68,0,802,12.0,5,0,1,0,3.2,78
7.22,0,949,14.0,6,2,2,2,3.8,86
7.17,0,405,9.0,4,1,1,3,1.5,72
7.94,2,619,14.0,5,1,1,6,3.8,83
7.74,1,680,7.0,7,5,5,5,4.8,100
6.67,0,508,10.0,7,3,2,4,4.7,84
6.26,0,731,,6,2,3,1,4.6,100
7.78,0,556,19.0,7,5,4,5,5.2,81
7.12,0,509,18.0,8,0,4,0,4.0,100
7.15,0,620,16.0,5,1,4,4,2.9,93
6.74,0,761,8.0,3,1,0,3,1.3,63
6.17,0,557,31.0,8,6,0,5,3.1,76
6.66,0,748,25.0,6,1,4,6,7.8,89
6.41,0,700,22.0,6,3,1,4,3.9,71
5.91,1,674,0.0,1,3,0,5,3.4,65
7.1,0,448,23.0,7,4,2,0,5.1,76
7.89,0,552,19.0,5,2,3,6,4.4,79
6.99,0,693,,5,3,2,5,3.2,76
7.94,0,890,5.0,2,0,0,5,1.1,61
7.13,0,627,32.0,11,4,5,4,2.8,100
8.34,3,515,25.0,9,8,4,6,5.1,90
8.57,1,752,25.0,9,5,4,2,6.9,100
7.63,2,679,12.0,7,2,2,3,2.8,80
7.47,0,710,29.0,12,6,6,1,4.4,100
7.96,0,532,27.0,9,4,4,5,3.9,100
7.02,0,504,22.0,7,2,3,3,2.3,92
6.92,0,847,6.0,3,3,1,2,4.5,70
7.7,0,647,26.0,8,4,3,3,4.4,95
7.97,0,726,8.0,5,3,4,3,4.6,100
8.37,1,818,29.0,9,6,5,3,6.9,100
6.86,0,765,21.0,9,4,4,3,4.6,100
6.48,0,624,22.0,6,4,5,2,5.3,100
6.81,0,581,,6,1,2,3,2.2,71
7.89,1,632,11.0,5,0,2,1,2.6,100
8.48,2,614,21.0,7,2,5,0,4.1,100
7.22,0,737,22.0,8,6,3,4,3.2,98
7.31,3,844,32.0,10,5,3,2,4.5,89
7.6,2,570,32.0,9,4,5,3,5.0,100
6.82,0,671,31.0,9,2,6,4,4.5,100
7.92,1,659,13.0,6,2,4,3,3.0,78
6.88,0,631,7.0,3,3,2,2,2.4,90
7.23,0,651,17.0,7,4,4,2,5.7,100
7.31,0,621,11.0,3,0,2,5,2.4,75
7.21,0,665,25.0,8,6,4,2,3.6,100
7.99,0,700,14.0,6,3,2,3,4.1,99
7.1,0,580,18.0,7,3,2,0,2.6,88
8.64,0,599,26.0,7,2,7,0,6.5,100
7.89,1,584,9.0,3,2,3,2,2.3,82
7.91,0,600,12.0,6,4,2,3,0.9,100
5.64,1,602,7.0,4,0,2,1,3.2,77
6.28,0,591,18.0,4,2,2,4,2.8,84
7.3,1,847,12.0,5,4,1,3,3.2,82
8.13,0,531,5.0,1,0,2,4,3.4,55
6.52,0,587,11.0,6,5,3,0,5.9,97
8.48,2,603,30.0,8,4,4,2,4.9,94
9.09,2,786,23.0,9,1,3,2,3.6,80
7.59,0,607,14.0,5,0,1,1,2.7,70
7.09,0,540,,5,4,1,4,4.1,74
5.27,0,422,20.0,8,3,1,3,1.8,99
7.98,0,815,13.0,6,4,0,3,0.1,61
7.73,0,915,19.0,7,4,1,6,4.3,55
6.87,0,562,11.0,8,6,3,2,4.7,86
8.43,3,891,14.0,8,4,4,1,4.3,88
7.5,0,769,25.0,8,3,3,3,5.2,84
6.84,0,405,32.0,12,7,5,1,6.0,100
8.02,2,849,10.0,4,1,3,3,5.0,100
5.15,0,707,16.0,5,3,1,5,2.7,84
7.12,0,727,10.0,5,0,2,2,2.8,64
8.4,0,569,18.0,4,1,5,6,5.5,100
6.86,0,583,6.0,4,1,2,2,5.5,75
5.75,0,574,41.0,10,7,7,3,4.8,100
6.99,0,747,11.0,2,0,0,2,3.2,47
9.2,0,769,23.0,8,4,6,0,5.5,100
8.86,0,852,16.0,6,3,4,2,4.8,93
6.89,1,643,15.0,5,2,3,3,2.5,87
8.36,2,917,26.0,8,5,3,4,4.8,96
7.22,2,778,15.0,8,4,3,4,3.9,100
7.05,3,890,14.0,4,2,2,7,4.6,65
6.16,0,393,23.0,9,3,1,3,3.3,84
8.04,0,780,25.0,8,3,4,0,4.4,100
7.96,0,608,20.0,6,2,2,4,5.0,67
7.41,0,692,19.0,8,0,4,2,3.6,100
8.53,0,736,20.0,8,1,4,4,4.7,100
7.12,0,727,16.0,6,2,3,0,5.8,92
7.24,0,438,26.0,5,0,3,4,4.5,100
7.83,1,699,15.0,5,0,1,4,3.7,93
6.1,0,494,,5,2,2,6,3.9,77
7.55,0,670,24.0,7,2,3,5,3.5,100
7.47,1,653,23.0,9,5,5,2,4.2,100
9.37,0,848,9.0,5,5,2,0,4.5,79
7.68,0,662,9.0,3,0,0,7,3.0,59
7.1,0,680,20.0,10,4,4,3,4.3,96
7.77,0,680,13.0,5,2,2,1,4.7,78
7.6,0,579,19.0,7,1,1,6,2.0,59
7.32,3,614,15.0,6,5,3,4,6.0,80
7.96,0,737,32.0,9,3,3,2,4.8,97
8.25,0,508,28.0,7,0,2,3,2.8,85
7.84,0,643,22.0,7,2,2,2,3.6,91
7.64,2,714,22.0,8,3,3,3,4.1,100
6.75,0,462,28.0,9,1,6,2,5.2,100
8.07,1,681,16.0,6,0,2,4,4.1,98
7.03,0,554,29.0,9,3,3,1,3.3,100
6.94,0,572,28.0,8,6,2,4,4.3,85
6.32,0,549,16.0,5,0,2,0,2.7,70
7.15,0,581,25.0,8,3,3,3,4.9,89
6.99,0,548,,7,3,3,0,4.9,80
6.05,0,491,12.0,4,3,2,5,3.4,63
7.22,1,732,4.0,2,3,3,2,4.1,84
8.03,0,513,18.0,6,1,4,1,5.5,69
7.68,1,722,7.0,5,2,2,3,1.8,70
7.74,0,473,16.0,4,0,3,2,2.9,96
7.9,0,628,21.0,8,0,3,4,3.7,100
7.87,0,618,18.0,5,3,3,1,5.7,87
6.8,1,685,0.0,1,4,0,1,1.5,74
7.49,2,718,10.0,3,1,1,0,3.1,62
6.91,3,608,4.0,3,0,2,2,4.9,67
7.61,0,845,21.0,8,3,4,3,3.6,100
6.25,1,517,24.0,7,5,2,7,3.8,71
7.0,0,733,13.0,5,3,2,4,3.7,68
7.14,2,745,22.0,6,3,3,4,5.5,92
5.75,0,757,13.0,5,3,2,5,2.7,73
8.94,0,641,22.0,6,1,3,2,3.7,89
7.55,0,624,34.0,9,4,3,0,2.7,89
5.71,0,643,15.0,5,2,1,3,4.5,53
7.82,1,725,32.0,8,2,2,0,4.6,99
7.08,0,744,2.0,4,4,4,3,4.1,89
6.52,0,413,9.0,4,2,1,0,1.6,45
8.37,0,431,22.0,7,3,2,1,4.0,69
7.02,0,402,20.0,5,3,2,7,2.6,67
7.76,0,567,18.0,5,3,4,3,4.6,97
8.39,1,549,26.0,8,3,1,5,3.1,100
7.43,0,643,4.0,1,0,0,0,1.7,60
8.17,1,830,18.0,6,3,3,2,4.6,95
7.69,0,865,21.0,7,2,7,2,6.2,100
8.48,0,752,22.0,6,3,2,2,3.0,74
6.68,0,691,10.0,4,2,3,3,3.4,100
8.44,2,694,16.0,5,2,4,6,5.1,93
7.31,3,856,18.0,8,3,4,0,4.8,100
6.12,0,673,26.0,8,3,2,2,1.9,92
6.7,0,671,28.0,11,6,7,6,6.2,100
7.66,0,624,14.0,6,3,2,0,3.4,65
7.68,0,560,4.0,4,1,1,0,4.0,70
8.41,0,754,4.0,2,2,1,6,3.6,41
8.56,0,564,19.0,7,5,2,5,3.1,100
6.51,0,552,27.0,7,0,4,2,5.7,100
8.04,0,476,22.0,8,5,2,2,3.8,68
8.21,0,659,33.0,9,2,3,5,2.1,92
8.08,0,733,18.0,9,2,4,8,3.5,100
6.5,0,618,18.0,4,0,3,1,4.0,77
7.86,0,646,33.0,10,7,3,2,5.0,93
5.78,0,533,26.0,10,4,2,0,4.6,82
7.19,2,689,11.0,5,4,2,0,3.4,85
7.74,0,543,27.0,8,4,4,2,3.4,100
7.41,0,587,8.0,3,0,1,3,3.6,67
7.64,0,647,22.0,8,3,5,1,4.1,100
6.81,0,549,19.0,7,1,5,0,7.1,100
7.77,0,897,12.0,5,4,1,2,2.2,66
7.03,0,494,17.0,4,3,3,4,4.0,85
8.2,0,815,9.0,1,0,1,3,2.2,47
8.38,0,702,18.0,5,0,1,8,1.7,73
7.31,3,608,9.0,3,3,0,6,2.3,51
8.07,1,709,,8,2,3,5,4.9,95
6.07,2,814,21.0,6,3,4,2,4.3,82
6.37,0,618,17.0,6,3,2,0,2.8,53
9.18,0,722,33.0,9,4,3,2,3.1,100
6.59,0,497,6.0,4,0,0,6,2.0,94
6.94,0,445,5.0,4,0,2,1,4.9,83
8.52,0,681,5.0,1,0,2,1,3.6,77
7.35,1,598,16.0,7,4,4,3,3.7,87
8.03,0,718,28.0,8,2,4,3,2.2,94
7.88,0,501,28.0,9,2,6,4,5.7,100
6.9,0,586,9.0,3,0,0,6,3.3,57
7.7,0,601,19.0,6,2,4,0,4.4,100
8.38,1,415,32.0,9,3,3,3,3.9,85
5.72,0,705,9.0,6,2,2,2,4.3,65
6.65,1,438,28.0,8,3,3,4,3.6,99
6.88,0,753,7.0,4,0,2,1,3.1,81
7.72,1,699,8.0,1,1,3,2,2.4,79
7.44,0,681,17.0,7,5,1,2,2.4,71
6.84,0,653,32.0,10,5,7,0,4.9,100
7.46,0,878,32.0,9,4,5,0,4.1,99
7.29,0,576,19.0,8,2,3,3,4.7,84
6.38,0,478,20.0,8,4,2,5,2.3,85
7.85,0,524,20.0,8,3,4,0,5.3,100
7.01,0,708,0.0,2,1,5,1,6.1,95
6.79,0,746,1.0,2,0,0,3,0.3,50
8.15,2,590,15.0,4,3,1,2,2.2,46
7.75,0,569,15.0,4,2,0,1,2.3,78
6.58,0,504,18.0,6,2,6,2,5.2,100
7.43,0,621,0.0,1,2,0,3,2.0,58
7.09,0,547,19.0,7,5,4,4,3.8,100
6.29,3,469,5.0,3,2,1,1,3.2,78
8.18,0,612,24.0,8,5,4,2,5.0,99
7.16,0,809,24.0,8,3,4,5,4.4,88
8.38,0,652,13.0,6,4,1,1,3.6,100
6.08,0,591,24.0,9,2,4,0,1.9,100
7.24,0,468,30.0,9,3,1,7,3.7,100
6.01,1,439,14.0,4,0,2,3,3.2,85
5.02,0,559,28.0,6,2,1,0,2.4,76
5.94,0,694,26.0,5,0,1,2,6.4,65
8.44,2,405,17.0,5,1,1,3,3.8,74
6.98,1,899,24.0,7,3,1,2,3.6,70
7.8,0,659,20.0,6,3,3,1,3.3,84
7.92,0,649,12.0,5,3,4,0,5.1,94
5.42,0,543,0.0,1,0,0,3,2.0,50
9.04,0,754,15.0,5,1,1,1,2.0,70
7.55,0,871,31.0,10,3,6,4,6.3,100
8.52,0,719,23.0,9,6,5,2,6.7,99
7.2,0,651,4.0,4,1,1,2,4.3,60
8.86,0,719,14.0,5,3,2,2,4.5,70
8.28,0,788,11.0,4,3,2,0,3.1,77
9.75,0,715,32.0,9,3,4,3,3.2,98
8.08,0,657,17.0,4,3,3,3,5.2,84
7.23,2,531,21.0,7,3,3,3,3.2,93
9.22,1,676,34.0,10,7,4,2,4.7,100
9.11,1,525,22.0,7,7,2,3,3.7,94
7.76,1,755,27.0,7,3,5,8,4.8,100
8.17,0,724,13.0,7,3,0,4,3.7,76
8.22,1,745,11.0,5,3,2,6,4.7,94
7.93,3,630,34.0,8,7,8,3,8.0,100
9.12,0,973,,5,4,3,0,5.4,83
7.08,1,615,8.0,4,2,0,1,0.3,54
6.99,0,371,23.0,9,6,2,2,3.0,87
8.01,0,828,27.0,8,5,3,4,5.5,100
7.07,1,629,14.0,8,5,3,1,3.0,93
7.57,0,552,7.0,5,1,2,1,3.1,86
6.94,1,627,24.0,6,1,2,3,3.4,75
7.61,1,839,16.0,4,0,3,4,2.3,100
6.43,0,452,36.0,13,7,7,7,7.5,100
8.33,0,680,26.0,12,8,7,4,5.4,100
7.28,0,744,23.0,9,2,4,3,4.1,100
7.1,0,646,16.0,4,4,1,2,2.6,81
8.42,1,892,29.0,10,3,3,4,4.5,99
6.81,0,518,18.0,6,4,3,4,3.3,89
7.68,0,526,30.0,11,4,4,1,2.6,100
6.24,0,441,20.0,7,5,2,0,2.9,80
8.76,0,604,14.0,5,0,1,4,3.5,75
7.79,0,575,15.0,4,1,0,1,3.9,56
8.51,2,674,40.0,13,5,6,2,5.0,100
8.04,0,557,20.0,5,2,5,5,3.9,100
6.91,2,344,18.0,6,2,5,2,5.7,100
7.63,0,576,17.0,5,3,2,0,3.1,100
7.91,0,840,35.0,12,5,6,2,5.0,100
6.8,0,630,28.0,8,5,5,0,6.8,98
6.76,1,454,19.0,6,2,1,5,3.3,88
5.52,0,559,28.0,9,7,2,2,4.0,80
7.29,0,556,29.0,11,6,7,1,5.8,100
8.09,0,733,29.0,9,4,4,2,5.7,100
8.27,2,740,25.0,11,4,9,0,6.8,100
8.5,0,588,18.0,8,4,4,2,5.0,81
6.59,0,665,4.0,3,1,2,1,2.4,72
6.68,1,575,21.0,8,4,2,2,4.1,75
5.3,0,691,18.0,7,6,2,0,3.5,75
7.04,1,511,10.0,5,3,2,2,3.2,93
7.71,0,686,0.0,4,2,3,3,3.6,86
7.93,0,502,16.0,4,4,4,2,3.2,80
6.82,1,828,24.0,8,5,4,1,5.2,100
7.1,0,603,33.0,4,0,1,2,4.4,70
5.84,0,569,25.0,7,4,3,2,2.8,76
6.26,0,295,10.0,5,0,2,2,2.9,95
7.09,0,748,28.0,8,4,2,2,4.9,84
6.72,0,859,29.0,9,4,3,2,4.6,100
8.37,0,694,16.0,5,0,3,1,2.7,74
7.35,0,543,16.0,6,0,5,0,7.3,100
8.2,1,558,26.0,9,5,4,4,4.7,100
8.3,1,728,13.0,3,1,1,2,1.8,77
7.58,0,749,25.0,8,3,4,3,3.8,100
6.7,0,897,12.0,7,2,3,0,4.4,82
8.68,2,749,3.0,3,2,2,2,2.7,84
6.84,0,555,20.0,9,5,4,3,3.6,100
7.82,0,753,19.0,6,2,1,2,1.8,68
7.35,1,636,34.0,12,4,6,5,6.8,100
7.68,0,721,15.0,6,0,3,4,5.0,89
8.27,0,657,1.0,2,3,1,1,1.4,61
7.99,2,486,12.0,3,0,1,4,3.2,69
8.55,0,669,14.0,3,2,2,2,3.5,75
8.05,0,902,11.0,4,0,2,3,3.4,73
7.12,0,608,15.0,6,0,3,2,3.8,96
6.41,0,625,20.0,9,5,6,0,6.0,100
6.88,0,587,30.0,10,4,5,3,4.7,100
6.17,0,434,15.0,8,1,5,6,5.7,99
8.73,0,872,37.0,11,4,7,3,5.5,100
7.59,2,662,4.0,1,1,1,6,2.6,39
7.64,1,775,35.0,10,4,4,7,3.4,100
7.16,3,480,14.0,5,1,4,0,4.9,89
7.79,0,704,11.0,5,0,2,2,3.3,83
8.29,2,529,7.0,4,2,4,0,6.1,94
7.53,0,648,4.0,2,0,0,2,1.3,64
6.07,0,634,16.0,7,4,4,0,4.7,100
7.63,0,650,3.0,5,3,3,0,4.2,80
5.83,2,580,7.0,4,3,1,2,2.3,64
6.38,0,616,19.0,6,2,3,1,3.9,89
7.68,0,534,22.0,6,2,4,0,3.9,100
6.7,0,271,9.0,5,2,1,0,4.1,77
7.66,0,670,16.0,7,3,0,5,2.5,56
8.33,0,491,0.0,1,0,2,4,3.3,70
7.66,1,607,34.0,10,6,5,0,5.4,100
5.8,0,578,19.0,5,0,3,7,3.3,73
6.45,2,463,17.0,6,2,2,3,1.4,100
7.31,1,397,18.0,8,4,2,3,4.1,89
5.97,1,660,13.0,7,4,3,6,5.1,100
8.27,2,549,26.0,10,4,3,3,2.9,86
8.45,0,633,14.0,3,0,4,1,4.2,100
8.36,1,724,20.0,8,2,2,2,2.5,100
6.73,0,719,0.0,2,2,0,5,1.7,57
8.28,0,688,19.0,6,3,4,4,6.3,100
8.07,0,699,16.0,5,0,4,0,4.9,100
6.99,2,880,,6,2,2,3,2.8,65
7.32,0,902,24.0,8,2,3,2,3.9,94
8.19,1,530,21.0,6,5,5,3,3.2,100
6.93,1,780,14.0,7,5,2,1,4.9,100
6.89,0,545,23.0,7,0,1,0,3.6,90
7.22,0,738,11.0,4,2,2,0,2.8,73
7.39,2,571,20.0,7,3,3,4,4.8,93
6.34,0,683,23.0,8,6,3,4,3.9,85
7.1,0,596,18.0,6,2,6,5,6.2,100
5.78,1,444,13.0,7,3,1,8,2.6,85
7.58,0,785,2.0,2,2,2,0,2.2,81
7.96,0,687,16.0,5,0,4,6,4.7,96
7.52,0,691,15.0,7,2,3,0,4.9,100
7.95,0,575,21.0,9,2,6,0,5.9,100
7.62,2,590,12.0,2,0,1,2,0.8,80
6.25,1,465,18.0,7,5,4,0,5.5,81
8.25,0,790,12.0,4,0,3,0,1.6,81
7.2,0,397,14.0,4,2,1,1,2.6,55
7.2,1,482,28.0,6,3,2,0,3.5,81
8.1,0,665,25.0,8,3,3,2,5.7,100
8.81,0,560,3.0,2,1,3,4,4.4,98
5.45,0,474,16.0,5,2,1,3,3.9,61
8.12,0,424,15.0,2,2,1,3,4.8,73
8.07,0,728,3.0,3,0,0,2,3.5,62
8.02,0,709,17.0,7,1,4,3,5.5,91
8.88,0,780,,2,0,3,2,3.8,85
7.76,0,487,24.0,7,4,1,3,2.8,87
8.33,1,672,21.0,8,4,3,6,3.4,98
7.57,0,538,24.0,8,2,1,4,1.6,74
8.3,0,565,39.0,13,5,6,3,5.2,100
7.29,1,706,22.0,7,1,4,2,4.1,96
8.75,0,711,24.0,9,8,6,4,5.9,100
7.04,0,568,19.0,6,2,3,2,5.0,79
8.75,0,713,24.0,10,5,3,2,3.8,97
7.05,1,585,21.0,5,3,1,6,2.0,83
5.9,0,671,21.0,8,5,4,2,4.0,100
8.2,1,740,16.0,6,2,5,2,5.8,100
6.82,1,655,10.0,3,2,3,4,3.8,72
6.8,1,636,19.0,9,6,4,0,5.0,100
7.57,0,891,15.0,4,1,2,0,3.7,81
7.81,1,927,,5,3,2,1,3.3,86
8.64,1,616,22.0,8,3,3,0,5.3,80
8.24,0,685,24.0,9,3,1,2,1.8,95
7.18,0,910,35.0,9,3,4,4,4.3,100
7.93,0,613,1.0,1,0,0,5,2.6,50
6.54,0,708,14.0,4,0,4,1,2.8,91
7.22,0,806,27.0,10,3,6,5,6.9,100
7.48,0,711,22.0,8,5,4,2,4.3,100
8.28,1,628,16.0,8,4,3,0,5.5,100
7.38,1,393,16.0,4,1,2,2,2.0,89
7.91,0,850,2.0,2,0,2,0,2.0,68
8.4,1,678,30.0,10,5,5,3,5.6,100
6.46,0,601,20.0,7,2,3,4,3.5,88
7.12,0,713,17.0,7,3,4,0,4.5,94
7.96,0,628,14.0,5,0,2,2,3.7,66
7.31,0,753,17.0,6,1,3,0,3.8,78
7.49,2,815,31.0,8,2,2,4,5.5,92
7.44,0,479,0.0,1,0,1,1,2.6,64
